# Distance = 97.9 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SBdisk	SBbul		
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.75	169.00	4.27	0.00	53.73	163.04	1391.81	4469.43
1.55	203.00	4.92	0.16	99.45	214.33	1172.91	2105.83
2.30	232.00	5.49	0.00	134.15	231.92	999.07	1340.93
3.06	256.00	4.38	1.12	162.98	250.27	849.17	745.19
3.85	248.00	3.47	10.81	187.48	252.30	717.13	308.69
4.61	253.00	5.68	18.83	206.85	245.12	606.70	124.46
5.36	269.00	8.42	25.11	220.81	233.77	503.20	47.18
6.12	268.00	4.67	29.26	232.37	221.48	437.22	17.54
6.91	260.00	5.58	31.48	243.48	209.61	380.24	6.29
7.66	245.00	8.47	32.44	254.23	199.62	318.50	2.38
8.42	247.00	6.00	32.35	258.51	190.58	235.35	0.89
8.86	267.00	10.30	32.44	258.41	185.85	200.23	0.50
9.21	255.00	7.27	32.44	257.39	182.29	180.71	0.32
10.82	253.00	11.20	33.51	252.03	168.18	131.46	0.04
11.56	271.00	11.30	34.86	249.34	162.76	112.34	0.02
12.40	276.00	8.71	37.47	246.01	157.16	103.42	0.01
14.17	275.00	10.10	44.03	245.22	146.96	81.02	0.00
16.88	275.00	10.00	57.16	236.05	134.67	50.98	0.00
19.49	276.00	11.70	67.40	232.49	125.34	36.11	0.00
22.19	267.00	15.70	77.25	219.85	117.47	17.62	0.00
24.80	257.00	15.10	79.95	209.20	111.12	12.80	0.00
27.51	254.00	13.60	78.21	199.59	105.50	9.61	0.00
30.12	248.00	11.60	75.51	191.82	100.83	6.70	0.00
35.43	227.00	11.20	77.83	176.46	92.96	3.71	0.00
