# Distance = 18.0 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SBdisk	SBbul		
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
1.74	84.90	11.30	0.00	137.12	0.00	790.04	0.00
3.50	136.00	9.90	0.00	180.27	0.00	652.93	0.00
5.24	162.00	8.00	16.92	240.94	0.00	469.12	0.00
6.98	179.00	6.50	31.57	264.14	0.00	205.90	0.00
8.72	182.00	6.10	42.24	243.55	0.00	95.39	0.00
10.47	179.00	7.00	48.71	230.28	0.00	52.19	0.00
12.19	174.00	6.20	53.67	219.07	0.00	21.94	0.00
13.94	171.00	7.20	54.74	199.15	0.00	5.09	0.00
15.68	168.00	6.10	54.64	184.18	0.00	3.51	0.00
17.42	165.00	5.60	53.77	172.93	0.00	1.72	0.00
19.28	171.00	8.60	52.37	162.70	0.00	0.85	0.00
21.48	174.00	7.60	50.22	152.44	0.00	0.00	0.00
