# Distance = 4.65 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SBdisk	SBbul		
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.34	38.80	3.69	0.91	27.87	0.00	246.74	0.00
0.68	50.10	3.69	7.10	39.52	0.00	115.82	0.00
1.02	60.20	3.69	10.23	44.52	0.00	75.75	0.00
1.36	68.20	3.69	12.18	46.26	0.00	41.22	0.00
1.69	72.80	3.69	14.42	45.80	0.00	27.51	0.00
2.03	75.30	3.69	15.29	45.05	0.00	15.53	0.00
2.37	76.60	3.69	18.41	43.11	0.00	9.72	0.00
2.70	77.60	3.69	20.65	41.20	0.00	6.89	0.00
3.05	78.50	3.69	21.24	39.62	0.00	4.81	0.00
3.38	78.20	3.69	22.11	38.18	0.00	3.48	0.00
3.72	78.80	3.69	23.77	36.93	0.00	2.42	0.00
4.06	79.20	3.69	25.04	35.68	0.00	1.42	0.00
4.39	79.20	3.69	24.74	34.20	0.00	0.59	0.00
4.74	79.20	3.69	24.74	32.41	0.00	0.26	0.00
5.08	78.80	3.69	23.87	31.05	0.00	0.18	0.00
5.41	78.50	3.69	22.31	29.85	0.00	0.11	0.00
5.75	80.10	3.69	22.60	28.79	0.00	0.07	0.00
6.09	80.10	3.69	23.18	27.84	0.00	0.04	0.00
6.42	80.10	3.69	22.99	26.98	0.00	0.02	0.00
6.77	80.10	3.69	22.99	26.18	0.00	0.01	0.00
7.11	79.80	3.69	22.80	25.47	0.00	0.01	0.00
7.44	79.80	3.69	23.87	24.82	0.00	0.01	0.00
7.78	79.50	3.69	24.06	24.22	0.00	0.00	0.00
8.12	79.50	3.69	22.89	23.66	0.00	0.00	0.00
8.46	78.80	3.69	23.09	23.15	0.00	0.00	0.00
8.80	77.90	3.69	23.38	22.65	0.00	0.00	0.00
9.13	77.20	3.69	22.80	22.21	0.00	0.00	0.00
9.47	77.60	3.69	22.21	21.79	0.00	0.00	0.00
9.77	76.60	3.69	22.21	21.43	0.00	0.00	0.00
10.15	77.60	3.69	22.50	21.00	0.00	0.00	0.00
