# Distance = 78.6 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SBdisk	SBbul		
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.62	35.10	4.01	0.82	71.20	0.00	1873.58	0.00
1.23	64.60	4.19	1.00	112.64	0.00	1393.40	0.00
1.83	80.10	6.32	2.09	139.71	0.00	1127.85	0.00
2.47	113.00	10.40	3.39	159.08	0.00	925.97	0.00
3.08	136.00	7.59	2.17	171.23	0.00	805.41	0.00
3.68	150.00	7.75	0.18	180.90	0.00	736.52	0.00
4.32	171.00	9.19	0.00	190.21	0.00	674.92	0.00
4.91	192.00	9.16	0.20	198.61	0.00	662.92	0.00
5.53	197.00	9.96	0.20	213.09	0.00	650.45	0.00
6.17	195.00	12.40	0.00	230.24	0.00	650.00	0.00
6.78	196.00	7.09	0.58	253.17	0.00	639.70	0.00
7.38	216.00	5.99	2.58	275.53	0.00	565.76	0.00
8.00	225.00	5.24	0.00	287.96	0.00	471.02	0.00
8.62	240.00	6.15	0.00	290.86	0.00	408.20	0.00
9.23	247.00	4.37	7.92	295.63	0.00	389.51	0.00
9.85	254.00	6.48	16.06	302.10	0.00	358.51	0.00
10.43	257.00	7.41	21.24	307.81	0.00	328.15	0.00
11.05	273.00	5.38	23.48	312.49	0.00	295.55	0.00
11.67	272.00	5.98	24.19	316.07	0.00	269.20	0.00
12.19	270.00	20.90	23.78	319.44	0.00	249.24	0.00
12.91	279.00	9.40	22.46	323.20	0.00	220.87	0.00
14.56	287.00	10.80	23.48	326.62	0.00	154.04	0.00
16.63	291.00	10.00	24.49	316.26	0.00	98.46	0.00
17.77	286.00	9.67	24.49	310.12	0.00	85.89	0.00
18.49	288.00	6.96	26.12	307.21	0.00	77.89	0.00
20.24	289.00	6.63	41.26	301.54	0.00	61.63	0.00
22.62	288.00	10.00	55.90	294.39	0.00	42.20	0.00
24.89	269.00	8.23	53.66	286.32	0.00	25.35	0.00
27.06	267.00	7.11	52.14	273.02	0.00	13.51	0.00
29.13	272.00	5.36	47.05	261.41	0.00	8.93	0.00
31.30	274.00	5.78	45.53	250.43	0.00	5.08	0.00
33.46	259.00	5.81	50.92	239.85	0.00	2.15	0.00
35.53	272.00	6.69	49.39	229.51	0.00	0.60	0.00
37.70	274.00	6.39	46.04	219.93	0.00	0.46	0.00
39.87	272.00	5.59	49.19	212.13	0.00	0.19	0.00
41.93	266.00	8.82	49.09	205.47	0.00	0.00	0.00
