# Distance = 14.7 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SBdisk	SBbul		
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
2.67	221.00	20.00	-12.02	317.90	136.84	2029.41	0.00
3.21	237.00	13.00	-12.52	344.05	124.77	1695.43	0.00
3.74	249.00	8.00	-12.91	365.51	115.63	1209.56	0.00
4.27	250.00	5.00	-12.71	368.89	108.22	879.42	0.00
4.81	253.00	5.00	-11.52	367.77	101.96	718.98	0.00
5.35	257.00	5.00	-9.56	371.23	96.68	558.39	0.00
5.88	257.00	5.00	-6.26	365.05	92.22	415.53	0.00
6.41	257.00	5.00	4.80	360.10	88.33	334.62	0.00
7.48	257.00	5.00	12.22	345.54	81.76	196.95	0.00
8.55	255.00	5.00	16.59	324.23	76.48	125.71	0.00
9.62	248.00	6.00	22.45	311.29	72.10	108.76	0.00
10.66	247.00	6.00	28.21	299.93	68.49	79.70	0.00
11.74	246.00	6.00	33.77	288.64	65.26	68.87	0.00
12.83	244.00	6.00	38.94	280.42	62.43	55.08	0.00
13.91	242.00	4.00	43.31	272.13	59.96	43.42	0.00
15.00	238.00	3.00	45.59	263.74	57.74	35.37	0.00
16.08	236.00	3.00	47.38	256.44	55.77	30.67	0.00
17.07	233.00	3.00	49.66	250.86	54.12	27.32	0.00
18.15	234.00	3.00	53.93	245.89	52.49	23.83	0.00
19.24	236.00	3.00	57.71	242.00	50.98	19.98	0.00
20.32	237.00	3.00	60.09	237.62	49.61	14.17	0.00
21.41	238.00	3.00	61.78	231.06	48.33	9.38	0.00
22.49	240.00	3.00	63.67	224.49	47.15	7.57	0.00
23.48	238.00	3.00	64.56	219.56	46.15	6.48	0.00
24.57	237.00	3.00	62.97	214.35	45.11	5.34	0.00
25.65	236.00	3.00	61.48	209.72	44.15	4.39	0.00
26.74	238.00	3.00	60.79	205.21	43.24	3.53	0.00
27.82	239.00	3.00	59.40	200.95	42.40	2.83	0.00
28.91	239.00	3.00	57.31	196.85	41.59	2.28	0.00
29.89	241.00	4.00	55.13	193.34	40.90	1.87	0.00
30.98	236.00	4.00	52.84	189.65	40.18	1.51	0.00
32.06	236.00	5.00	51.55	186.20	39.49	1.22	0.00
33.15	239.00	5.00	51.35	182.89	38.84	0.98	0.00
34.23	237.00	5.00	50.86	179.88	38.22	0.79	0.00
35.32	241.00	7.00	49.27	177.27	37.63	0.00	0.00
36.31	238.00	9.00	47.97	173.78	37.11	0.00	0.00
