# Distance = 37.0 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SBdisk	SBbul		
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.35	20.90	9.81	-0.82	48.76	0.00	1540.43	0.00
1.07	61.70	8.19	-2.50	98.26	0.00	772.11	0.00
1.60	81.30	4.32	-3.73	114.22	0.00	533.24	0.00
3.70	124.00	3.41	-7.40	144.04	0.00	300.12	0.00
5.09	156.00	7.02	-9.39	154.24	0.00	183.64	0.00
6.61	166.00	6.34	-10.89	166.19	0.00	152.68	0.00
8.17	165.00	12.10	-5.79	171.87	0.00	89.50	0.00
9.11	174.00	4.84	9.64	169.05	0.00	67.81	0.00
10.37	164.00	5.86	17.85	166.21	0.00	59.00	0.00
11.28	176.00	7.35	22.68	167.76	0.00	48.87	0.00
13.62	174.00	3.28	31.86	164.88	0.00	24.37	0.00
15.04	168.00	2.23	35.59	159.31	0.00	14.96	0.00
16.37	166.00	2.23	38.11	153.00	0.00	8.69	0.00
17.59	167.00	4.59	40.13	146.12	0.00	5.36	0.00
18.80	167.00	5.30	41.74	140.20	0.00	3.94	0.00
20.13	165.00	3.48	42.85	134.43	0.00	2.74	0.00
21.35	165.00	3.12	43.55	129.70	0.00	2.05	0.00
22.57	165.00	2.39	44.16	125.69	0.00	1.61	0.00
23.89	165.00	2.23	45.07	121.68	0.00	1.08	0.00
25.11	163.00	2.23	46.68	118.15	0.00	0.76	0.00
26.33	162.00	2.23	48.39	114.89	0.00	0.54	0.00
27.65	162.00	2.23	50.01	111.67	0.00	0.37	0.00
28.87	162.00	2.23	51.42	108.99	0.00	0.26	0.00
30.09	160.00	2.23	52.53	106.10	0.00	0.00	0.00
