# Distance = 9.81 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SBdisk	SBbul		
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
2.89	189.00	10.00	7.68	203.92	89.57	755.39	0.00
5.77	212.00	5.00	21.36	229.24	63.44	149.71	0.00
8.66	206.00	5.00	17.89	197.87	51.78	56.22	0.00
11.54	200.00	5.00	24.41	185.00	44.86	16.10	0.00
14.43	172.00	12.00	25.80	159.52	40.12	2.72	0.00
17.31	190.00	10.00	25.80	143.29	36.63	0.92	0.00
20.20	169.00	10.00	23.72	130.86	33.91	0.25	0.00
23.08	150.00	10.00	20.53	121.26	31.72	0.07	0.00
28.85	160.00	10.00	17.48	107.36	28.37	0.00	0.00
31.74	155.00	10.00	16.50	102.03	27.05	0.00	0.00
34.62	151.00	12.00	15.67	97.49	25.90	0.00	0.00
