# Distance = 6.26 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SBdisk	SBbul		
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.76	77.00	10.00	4.04	70.72	0.00	834.73	0.00
1.52	100.00	5.00	7.62	123.17	0.00	563.29	0.00
2.28	110.00	2.00	9.72	142.64	0.00	225.60	0.00
3.04	118.00	2.00	12.42	134.42	0.00	66.48	0.00
3.79	121.00	2.00	13.35	121.97	0.00	28.63	0.00
4.55	121.00	2.00	14.78	111.53	0.00	14.64	0.00
5.31	117.00	2.00	17.55	103.23	0.00	8.92	0.00
6.07	116.00	2.00	19.20	96.65	0.00	6.87	0.00
6.83	116.00	2.00	20.33	91.96	0.00	5.31	0.00
7.59	116.00	2.00	21.66	87.62	0.00	2.98	0.00
8.35	115.00	1.00	22.79	83.25	0.00	1.95	0.00
9.11	115.00	1.00	23.92	79.58	0.00	1.74	0.00
9.86	116.00	1.00	24.84	76.81	0.00	1.53	0.00
10.64	117.00	1.00	25.46	74.18	0.00	0.83	0.00
11.38	117.00	1.00	26.38	71.50	0.00	0.58	0.00
12.12	118.00	1.00	27.20	69.18	0.00	0.42	0.00
12.86	117.00	1.00	28.13	67.04	0.00	0.30	0.00
13.70	116.00	1.00	28.74	64.84	0.00	0.20	0.00
14.44	115.00	1.00	28.64	63.05	0.00	0.14	0.00
15.18	117.00	1.00	28.33	61.39	0.00	0.10	0.00
15.91	116.00	1.00	28.13	59.88	0.00	0.07	0.00
16.65	115.00	2.00	28.33	58.45	0.00	0.05	0.00
17.49	115.00	2.00	28.23	56.93	0.00	0.03	0.00
18.23	115.00	2.00	27.82	55.71	0.00	0.02	0.00
18.97	114.00	2.00	27.20	54.55	0.00	0.02	0.00
19.71	115.00	2.00	26.90	53.46	0.00	0.01	0.00
20.45	114.00	2.00	26.69	52.44	0.00	0.01	0.00
21.29	116.00	2.00	26.49	51.35	0.00	0.01	0.00
22.03	115.00	3.00	26.18	50.44	0.00	0.00	0.00
22.76	118.00	4.00	25.87	49.61	0.00	0.00	0.00
23.50	115.00	10.00	25.46	48.79	0.00	0.00	0.00
