# Distance = 17.3 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SBdisk	SBbul		
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
5.03	214.00	6.00	0.00	178.85	0.00	374.65	0.00
7.55	220.00	6.00	0.00	207.41	0.00	244.19	0.00
10.07	235.00	4.00	0.00	227.06	0.00	167.70	0.00
12.58	235.00	4.00	16.93	232.81	0.00	90.71	0.00
15.10	230.00	2.00	24.45	224.63	0.00	54.89	0.00
17.61	231.00	2.00	31.10	217.25	0.00	36.13	0.00
20.13	232.00	2.00	42.26	208.93	0.00	21.37	0.00
22.65	225.00	7.00	53.67	198.38	0.00	12.20	0.00
25.16	224.00	7.00	49.79	187.60	0.00	7.37	0.00
27.68	229.00	2.00	54.30	177.97	0.00	4.72	0.00
30.20	218.00	2.00	64.08	169.55	0.00	3.15	0.00
32.71	214.00	2.00	61.58	162.23	0.00	2.08	0.00
35.23	213.00	2.00	64.96	155.53	0.00	1.30	0.00
37.75	211.00	2.00	61.95	149.39	0.00	0.80	0.00
40.26	217.00	2.00	63.21	143.82	0.00	0.50	0.00
42.78	216.00	3.00	60.70	138.81	0.00	0.31	0.00
45.29	215.00	3.00	60.57	134.25	0.00	0.20	0.00
47.81	217.00	5.00	60.07	130.16	0.00	0.12	0.00
50.33	214.00	5.00	62.33	126.52	0.00	0.00	0.00
