# Distance = 11.4 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SBdisk	SBbul		
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
1.25	47.00	7.60	2.05	56.98	0.00	175.71	0.00
2.08	59.50	4.50	6.07	64.63	0.00	107.61	0.00
2.90	71.60	3.70	10.81	74.91	0.00	67.61	0.00
3.73	77.60	3.10	14.74	77.71	0.00	47.27	0.00
4.56	83.40	3.60	17.00	79.57	0.00	29.91	0.00
5.39	89.70	3.80	19.26	79.39	0.00	14.66	0.00
6.22	93.80	2.40	21.62	73.38	0.00	7.84	0.00
7.04	99.00	3.00	23.59	69.52	0.00	5.24	0.00
7.87	103.00	2.50	27.03	65.95	0.00	3.23	0.00
8.70	100.00	2.30	28.50	62.80	0.00	2.03	0.00
9.54	98.30	2.00	29.19	59.81	0.00	1.06	0.00
10.34	98.40	1.70	29.29	56.87	0.00	0.59	0.00
11.21	94.50	1.80	30.27	54.18	0.00	0.37	0.00
11.98	94.90	2.40	31.35	52.09	0.00	0.22	0.00
12.85	95.30	1.60	32.24	49.97	0.00	0.13	0.00
13.72	96.90	1.80	32.83	48.07	0.00	0.08	0.00
14.49	97.20	1.30	33.03	46.57	0.00	0.05	0.00
15.36	100.00	1.80	33.12	45.03	0.00	0.03	0.00
16.13	104.00	2.70	32.83	43.81	0.00	0.02	0.00
17.00	104.00	3.20	33.52	42.53	0.00	0.01	0.00
17.78	105.00	3.40	32.34	41.49	0.00	0.01	0.00
18.65	109.00	3.90	31.65	40.42	0.00	0.00	0.00
19.52	110.00	3.80	29.88	39.42	0.00	0.00	0.00
20.29	107.00	3.80	29.39	38.61	0.00	0.00	0.00
21.16	106.00	3.80	29.00	37.75	0.00	0.00	0.00
21.93	106.00	4.00	27.91	37.04	0.00	0.00	0.00
22.80	108.00	3.40	27.03	36.29	0.00	0.00	0.00
23.67	109.00	3.20	25.65	35.58	0.00	0.00	0.00
24.44	110.00	3.30	26.24	34.99	0.00	0.00	0.00
25.31	110.00	2.70	25.85	34.35	0.00	0.00	0.00
26.08	110.00	2.40	25.26	33.82	0.00	0.00	0.00
26.95	113.00	2.50	26.83	33.25	0.00	0.00	0.00
27.73	114.00	2.20	30.76	32.76	0.00	0.00	0.00
28.60	112.00	1.70	31.75	32.24	0.00	0.00	0.00
29.47	113.00	1.80	34.60	31.75	0.00	0.00	0.00
30.24	115.00	1.60	37.45	31.33	0.00	0.00	0.00
