# Distance = 21.3 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SBdisk	SBbul		
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.12	134.00	41.10	-0.73	7.68	179.06	623.48	50762.31
0.24	208.00	35.50	-0.84	14.95	278.38	601.67	27720.83
0.35	252.00	27.10	-0.93	21.23	309.46	582.34	16719.99
0.47	272.00	11.60	-1.09	27.71	321.20	561.97	10847.48
0.59	276.00	12.60	-1.27	33.83	323.58	542.31	7620.20
0.71	271.00	16.30	-1.49	39.63	323.15	523.34	5650.81
0.83	266.00	11.90	-1.72	45.13	320.31	505.02	4439.61
0.94	262.00	12.20	-1.96	49.93	316.84	488.80	3710.23
1.06	260.00	12.10	-2.21	54.94	314.79	471.70	3081.80
1.18	260.00	11.90	-2.45	59.69	313.21	455.20	2524.16
1.30	259.00	8.04	-2.69	64.21	311.21	439.27	2069.24
1.42	257.00	10.20	-2.93	68.53	309.11	423.91	1658.71
1.53	254.00	9.68	-3.17	72.32	306.55	410.29	1386.92
1.66	244.00	4.95	-3.41	76.57	303.54	394.76	1102.98
1.89	228.00	9.83	-3.87	83.60	297.20	368.72	719.64
2.01	220.00	18.60	-4.09	87.03	293.40	355.81	572.02
2.13	215.00	4.11	-4.30	90.32	289.39	343.36	456.41
2.24	213.00	16.10	-4.50	93.19	285.56	332.33	371.14
3.10	228.00	9.59	-5.53	112.13	255.35	256.86	45.54
3.79	236.00	7.22	-5.65	121.66	232.68	200.21	5.71
3.90	236.00	7.24	-5.61	122.76	229.34	193.29	4.09
4.14	237.00	8.26	-5.45	124.89	222.83	179.91	2.00
4.25	237.00	4.07	-5.32	125.78	219.95	174.78	1.43
4.37	237.00	4.04	-5.15	126.75	216.93	169.83	1.00
4.49	237.00	1.94	-4.93	127.73	214.04	165.47	0.70
4.61	237.00	1.49	-4.62	128.73	211.23	161.16	0.48
4.72	236.00	2.38	-4.24	129.65	208.76	157.54	0.35
5.16	235.00	2.40	-1.43	133.70	199.77	143.97	0.09
5.43	234.00	4.05	3.32	136.22	194.84	135.04	0.04
5.56	233.00	3.03	4.20	137.40	192.59	129.83	0.03
5.67	233.00	2.48	4.99	138.33	190.72	125.11	0.02
5.79	233.00	3.03	5.73	139.24	188.73	119.65	0.01
5.91	232.00	6.70	6.43	139.93	186.59	113.87	0.01
6.03	232.00	7.44	7.14	140.45	184.70	109.00	0.01
6.20	232.00	1.64	8.18	141.04	182.21	103.32	0.00
6.50	233.00	14.30	9.96	142.01	177.90	95.03	0.00
6.85	235.00	7.57	11.78	143.12	173.33	87.04	0.00
6.98	236.00	3.05	12.31	143.59	171.70	84.55	0.00
7.09	236.00	2.91	12.85	144.05	170.36	82.66	0.00
7.21	237.00	4.07	13.38	144.62	168.93	80.65	0.00
7.22	238.00	2.02	13.48	144.67	168.82	80.38	0.00
7.33	238.00	6.76	13.91	145.21	167.55	77.25	0.00
7.45	239.00	3.49	14.44	145.73	166.20	73.54	0.00
7.56	240.00	10.10	14.86	146.08	164.99	69.89	0.00
8.26	247.00	0.85	17.52	144.87	157.97	48.37	0.00
8.98	252.00	8.91	19.64	141.68	151.50	37.69	0.00
9.09	253.00	7.13	19.85	141.18	150.58	36.21	0.00
9.30	254.00	0.73	20.28	140.17	148.87	33.60	0.00
10.32	253.00	0.96	21.76	134.57	141.32	26.44	0.00
11.38	247.00	1.99	22.29	131.10	134.58	22.01	0.00
12.40	238.00	3.15	22.29	127.84	128.93	18.41	0.00
13.41	229.00	1.67	21.87	125.70	123.98	15.63	0.00
14.43	223.00	3.52	21.55	123.24	119.52	12.46	0.00
15.44	220.00	1.13	21.55	120.61	115.54	10.23	0.00
16.57	220.00	1.12	22.08	117.78	111.53	8.33	0.00
17.58	224.00	1.93	22.61	115.53	108.28	6.91	0.00
18.60	228.00	2.04	23.25	113.08	105.27	5.45	0.00
19.61	234.00	2.55	24.20	110.31	102.52	4.48	0.00
20.62	239.00	2.91	26.01	107.85	99.98	3.92	0.00
21.64	243.00	3.08	28.66	105.68	97.60	3.37	0.00
22.77	245.00	3.60	31.74	103.62	95.14	2.89	0.00
23.78	247.00	2.67	34.40	101.87	93.10	2.36	0.00
24.79	249.00	3.37	36.31	99.95	91.18	1.81	0.00
25.81	250.00	2.08	37.37	97.79	89.36	1.47	0.00
26.82	251.00	1.68	37.79	95.84	87.67	1.26	0.00
27.84	251.00	2.78	37.79	94.22	86.04	1.08	0.00
29.41	248.00	3.40	37.26	91.66	83.72	0.68	0.00
30.99	246.00	2.91	36.63	88.64	81.55	0.41	0.00
32.57	249.00	3.46	35.88	86.00	79.55	0.40	0.00
34.03	252.00	3.23	35.14	84.24	77.83	0.34	0.00
37.19	255.00	4.16	33.12	79.85	74.45	0.00	0.00
