# Distance = 3.58 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SBdisk	SBbul		
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.11	6.80	3.62	1.06	11.98	0.00	401.24	0.00
0.17	9.50	4.31	1.76	15.44	0.00	385.05	0.00
0.24	14.00	3.11	2.47	19.52	0.00	353.55	0.00
0.31	19.80	5.50	2.93	23.11	0.00	326.80	0.00
0.38	26.10	3.90	3.29	26.27	0.00	306.50	0.00
0.45	28.70	3.50	3.99	29.18	0.00	294.93	0.00
0.52	28.70	2.70	4.46	32.19	0.00	286.81	0.00
0.59	31.70	2.50	4.93	35.22	0.00	277.28	0.00
0.66	35.50	2.30	5.88	38.01	0.00	266.34	0.00
0.73	39.40	2.10	6.93	40.66	0.00	258.37	0.00
0.80	42.90	2.30	7.52	43.36	0.00	250.06	0.00
0.87	46.00	2.60	8.45	45.92	0.00	244.56	0.00
0.94	49.10	3.10	9.28	48.76	0.00	245.53	0.00
1.01	49.20	3.20	10.11	52.24	0.00	248.27	0.00
1.08	51.40	3.20	11.31	55.81	0.00	237.88	0.00
1.14	57.20	3.10	13.04	58.54	0.00	230.00	0.00
1.21	63.80	2.90	15.48	61.95	0.00	228.85	0.00
1.29	67.80	2.80	17.62	66.07	0.00	216.32	0.00
1.35	69.80	3.30	19.66	68.88	0.00	203.26	0.00
1.42	71.70	3.90	21.70	71.85	0.00	189.42	0.00
1.49	74.10	4.40	23.73	74.58	0.00	174.06	0.00
1.56	76.70	4.80	25.98	76.94	0.00	155.41	0.00
1.63	79.90	4.40	27.71	78.73	0.00	134.59	0.00
1.74	83.60	3.35	30.15	80.17	0.00	99.94	0.00
1.93	83.90	3.95	29.44	78.52	0.00	58.42	0.00
2.10	88.70	4.44	29.75	75.56	0.00	46.09	0.00
2.27	85.30	5.36	29.85	73.66	0.00	41.53	0.00
