# Distance = 50.0 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SBdisk	SBbul		
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.28	107.00	30.20	-1.60	13.69	91.46	618.49	5800.33
0.55	121.00	15.60	-2.32	26.00	143.82	603.26	3274.79
0.83	134.00	8.69	-3.04	37.95	161.88	587.86	1870.98
1.39	157.00	12.50	-4.39	60.02	171.18	558.23	849.89
1.65	168.00	11.70	-4.98	69.62	173.79	544.98	599.88
3.04	207.00	8.04	-7.06	115.86	156.10	470.23	10.13
3.32	213.00	6.53	-7.33	124.12	149.78	462.95	3.88
3.59	218.00	11.20	-7.54	132.68	144.22	455.55	1.53
3.87	222.00	6.05	-7.69	142.15	138.97	450.84	0.59
4.15	226.00	5.41	-7.79	153.48	134.27	445.20	0.23
4.43	229.00	5.96	-7.83	164.20	129.95	417.46	0.09
4.70	232.00	7.41	-7.81	172.50	126.18	387.64	0.03
4.97	234.00	6.10	-7.72	178.86	122.67	357.56	0.01
5.25	235.00	3.89	-7.58	184.40	119.35	339.44	0.01
5.52	236.00	9.03	-7.35	190.48	116.43	324.46	0.00
5.80	237.00	10.00	-7.05	196.76	113.55	303.79	0.00
6.08	237.00	7.36	-6.70	202.21	110.91	281.08	0.00
6.36	237.00	10.20	-6.27	207.12	108.43	256.11	0.00
6.63	236.00	10.40	-5.76	210.37	106.22	231.86	0.00
6.91	236.00	5.83	-5.16	212.88	104.02	209.52	0.00
7.19	235.00	5.43	-4.56	214.54	101.99	188.62	0.00
7.27	234.00	8.36	-4.39	214.82	101.43	183.32	0.00
7.46	234.00	7.88	-3.95	215.36	100.13	171.57	0.00
8.02	231.00	8.17	1.42	216.46	96.57	142.56	0.00
8.29	229.00	5.82	3.82	216.57	94.99	129.68	0.00
8.56	228.00	7.21	5.49	216.49	93.48	117.85	0.00
8.84	226.00	18.20	7.01	215.92	91.98	106.56	0.00
9.12	224.00	9.11	8.51	215.26	90.56	96.24	0.00
9.69	221.00	5.56	11.96	213.03	87.86	78.11	0.00
12.11	216.00	3.21	24.01	197.34	78.59	33.45	0.00
14.58	220.00	1.89	33.03	180.81	71.62	16.19	0.00
14.68	220.00	7.66	33.34	180.14	71.38	15.84	0.00
15.20	221.00	9.52	34.96	176.93	70.15	14.51	0.00
15.50	221.00	13.60	35.77	175.40	69.47	13.84	0.00
15.71	221.00	8.15	36.68	174.35	69.00	13.25	0.00
16.02	221.00	4.11	37.49	172.90	68.33	12.42	0.00
16.32	221.00	5.37	38.30	171.46	67.70	11.67	0.00
16.53	221.00	5.06	39.11	170.51	67.27	11.18	0.00
16.84	221.00	11.40	39.92	169.21	66.64	10.50	0.00
16.94	221.00	2.56	40.33	168.81	66.45	10.27	0.00
19.40	218.00	1.70	47.22	157.90	62.09	4.85	0.00
21.77	216.00	1.13	52.28	148.59	58.61	2.49	0.00
24.23	215.00	1.77	54.82	138.99	55.56	0.86	0.00
26.69	212.00	2.47	55.53	130.82	52.94	0.40	0.00
29.06	208.00	1.44	54.01	124.32	50.73	0.19	0.00
31.52	209.00	2.88	51.78	118.54	48.71	0.09	0.00
36.34	220.00	4.09	47.22	109.34	45.37	0.02	0.00
40.04	220.00	6.32	42.76	103.66	43.22	0.00	0.00
