# Distance = 39.3 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SBdisk	SBbul		
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.22	152.00	39.40	0.62	26.39	158.03	1284.41	17156.50
0.43	167.00	32.90	1.83	47.21	231.80	1125.76	7720.07
0.65	179.00	20.90	2.76	65.47	250.59	980.53	2738.14
0.87	188.00	15.70	3.59	80.81	244.02	854.03	1058.70
1.08	195.00	10.60	4.38	93.20	231.39	748.54	443.76
1.31	199.00	8.88	5.12	104.66	217.32	647.89	128.19
1.52	202.00	4.40	5.84	113.51	203.82	567.07	14.44
1.73	202.00	2.30	6.53	120.80	191.40	494.29	1.36
1.96	202.00	3.38	7.20	127.95	179.83	433.23	0.10
2.17	200.00	4.47	7.85	133.72	170.88	374.57	0.01
2.39	196.00	2.88	8.49	138.13	162.54	305.03	0.00
2.60	193.00	3.32	9.10	140.07	156.06	243.47	0.00
2.83	189.00	2.21	9.69	139.86	149.58	190.61	0.00
3.04	184.00	14.00	10.26	138.24	144.32	155.50	0.00
5.87	170.00	5.45	16.97	124.36	103.86	85.65	0.00
6.08	172.00	6.66	17.59	125.28	102.05	83.33	0.00
6.30	174.00	3.96	18.32	126.27	100.25	80.59	0.00
6.52	176.00	5.18	18.94	127.31	98.55	77.61	0.00
6.74	178.00	3.04	19.56	128.27	96.92	74.35	0.00
6.95	180.00	2.75	20.18	129.11	95.45	71.73	0.00
7.16	182.00	2.34	20.90	130.08	94.04	69.78	0.00
7.39	183.00	3.39	21.52	131.37	92.56	68.08	0.00
7.60	184.00	7.58	22.25	132.89	91.28	66.23	0.00
7.82	185.00	6.08	22.97	134.56	89.98	63.37	0.00
8.03	186.00	6.73	23.70	136.18	88.80	60.28	0.00
8.26	187.00	6.83	24.42	137.94	87.55	56.45	0.00
8.47	187.00	6.11	25.15	139.40	86.46	52.04	0.00
8.68	188.00	4.78	25.77	140.55	85.41	47.02	0.00
8.91	188.00	4.14	26.49	141.30	84.30	40.84	0.00
9.53	187.00	5.93	28.25	140.15	81.51	26.78	0.00
9.78	187.00	7.63	28.97	138.99	80.46	22.33	0.00
9.99	186.00	7.89	29.60	137.71	79.61	18.95	0.00
10.21	186.00	9.86	30.11	136.12	78.75	16.15	0.00
11.46	182.00	2.51	33.53	126.50	74.33	7.76	0.00
13.39	177.00	3.62	37.77	114.46	68.77	4.20	0.00
15.21	175.00	6.71	39.12	106.58	64.52	2.60	0.00
17.13	177.00	6.13	39.12	99.72	60.80	1.56	0.00
19.06	180.00	3.95	39.01	94.00	57.64	1.03	0.00
20.99	181.00	4.46	38.70	89.28	54.92	0.79	0.00
22.92	182.00	7.09	37.05	85.64	52.56	0.50	0.00
25.70	183.00	7.49	34.05	80.57	49.64	0.18	0.00
