# Distance = 7.06 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SBdisk	SBbul		
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.09	11.20	2.02	0.32	12.72	0.00	658.83	0.00
0.26	26.50	1.03	0.96	26.94	0.00	391.72	0.00
0.43	33.70	1.03	1.60	35.34	0.00	269.11	0.00
0.60	32.70	1.12	2.25	40.03	0.00	185.65	0.00
0.77	33.70	1.03	2.89	43.26	0.00	148.52	0.00
0.94	35.70	2.24	3.55	45.85	0.00	129.01	0.00
1.11	37.80	3.35	4.20	48.05	0.00	100.97	0.00
1.28	41.80	3.35	4.86	48.94	0.00	87.29	0.00
1.46	43.90	2.14	5.23	50.17	0.00	78.88	0.00
1.63	44.90	1.25	5.36	51.30	0.00	68.73	0.00
2.05	53.20	1.60	5.65	53.95	0.00	54.74	0.00
2.74	64.30	0.90	9.45	56.61	0.00	33.95	0.00
3.42	73.10	2.40	11.66	56.83	0.00	23.05	0.00
4.11	76.20	4.40	15.23	58.16	0.00	15.08	0.00
4.79	78.40	3.80	19.76	56.90	0.00	8.60	0.00
5.48	83.10	3.10	23.04	53.88	0.00	3.37	0.00
6.16	88.00	3.00	26.02	50.76	0.00	1.42	0.00
6.85	89.90	2.40	27.47	47.30	0.00	0.00	0.00
7.53	90.60	2.80	29.11	43.89	0.00	0.00	0.00
8.21	91.60	2.60	31.03	41.41	0.00	0.00	0.00
8.90	92.30	1.40	32.10	39.37	0.00	0.00	0.00
9.57	90.90	1.00	32.38	37.70	0.00	0.00	0.00
10.31	89.60	2.70	32.77	36.11	0.00	0.00	0.00
10.96	89.40	2.70	32.48	34.88	0.00	0.00	0.00
