# Distance = 16.5 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SBdisk	SBbul		
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.09	231.00	52.90	-0.75	12.18	80.49	2863.21	29242.18
0.17	231.00	27.90	-0.90	23.29	154.33	2799.34	23293.66
0.26	231.00	16.40	-0.97	35.20	203.79	2729.19	15656.33
0.34	231.00	11.90	-1.00	45.31	224.63	2668.31	11345.04
0.43	232.00	8.04	-1.04	56.16	236.57	2601.44	8539.84
0.51	232.00	6.53	-1.11	65.37	243.18	2543.41	6949.05
0.60	232.00	4.75	-1.21	75.35	248.89	2479.67	5592.32
0.69	232.00	4.00	-1.34	84.97	252.61	2417.53	4572.83
0.77	233.00	5.69	-1.48	93.17	255.01	2363.60	3849.38
0.86	233.00	4.83	-1.64	102.03	256.40	2304.36	3221.94
0.95	234.00	10.80	-1.82	110.51	257.17	2246.61	2765.52
1.03	235.00	10.30	-2.00	117.74	258.40	2196.50	2416.65
1.11	235.00	10.60	-2.17	124.74	258.76	2147.50	2096.14
1.20	236.00	10.20	-2.35	132.45	259.47	2093.68	1752.88
1.29	237.00	10.60	-2.54	139.94	259.74	2041.21	1444.87
1.38	238.00	14.20	-2.73	147.10	259.48	1990.06	1174.70
1.46	238.00	14.10	-2.94	153.23	258.65	1945.67	969.16
1.55	239.00	19.60	-3.15	159.87	257.13	1896.90	770.65
1.63	240.00	17.80	-3.37	165.58	255.36	1854.59	629.73
1.72	241.00	7.14	-3.59	171.83	252.89	1808.11	495.74
1.80	242.00	11.90	-3.81	177.21	250.43	1767.23	402.06
1.89	243.00	10.90	-4.02	183.03	247.35	1719.56	316.59
1.98	244.00	17.60	-4.24	188.55	244.09	1672.10	250.14
2.07	246.00	11.40	-4.48	193.82	240.73	1628.43	196.88
2.15	247.00	12.90	-4.72	198.33	237.68	1591.58	160.14
2.23	248.00	15.40	-4.99	202.68	234.62	1556.82	129.09
2.32	249.00	17.60	-5.25	207.44	231.17	1520.10	101.99
2.40	251.00	24.00	-5.52	211.55	228.14	1490.64	82.62
2.49	252.00	10.10	-5.80	216.16	224.74	1462.65	65.01
2.58	253.00	12.00	-6.06	220.83	221.41	1439.08	51.48
2.67	254.00	6.34	-6.31	225.64	218.17	1415.29	40.48
2.75	256.00	6.22	-6.56	230.00	215.36	1394.11	32.75
