# Distance = 9.0 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SBdisk	SBbul		
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.67	43.80	10.90	-1.86	59.04	0.00	523.98	0.00
1.32	64.20	7.71	-3.80	76.34	0.00	311.22	0.00
1.97	73.30	8.62	-4.48	88.63	0.00	232.08	0.00
2.62	84.20	8.40	7.23	96.45	0.00	182.74	0.00
3.28	96.20	5.67	12.91	105.73	0.00	154.57	0.00
3.93	102.00	4.79	15.03	114.11	0.00	115.04	0.00
4.58	104.00	5.67	16.47	116.44	0.00	74.83	0.00
5.22	106.00	5.37	19.07	115.33	0.00	58.17	0.00
5.90	106.00	5.24	21.96	114.16	0.00	42.87	0.00
6.54	108.00	5.22	24.08	111.48	0.00	31.37	0.00
7.19	111.00	4.68	26.59	108.69	0.00	28.23	0.00
7.87	114.00	4.61	28.42	108.61	0.00	23.82	0.00
8.51	116.00	4.47	29.67	108.62	0.00	17.55	0.00
9.16	117.00	5.22	30.73	106.75	0.00	10.87	0.00
9.84	118.00	5.22	33.62	102.47	0.00	5.62	0.00
10.48	120.00	4.50	36.60	98.04	0.00	4.16	0.00
11.13	121.00	3.62	38.63	94.48	0.00	2.94	0.00
11.78	122.00	3.17	39.40	91.23	0.00	2.24	0.00
12.43	122.00	2.74	39.69	88.36	0.00	1.71	0.00
13.08	122.00	3.18	40.46	85.84	0.00	1.30	0.00
13.73	123.00	3.56	42.00	83.43	0.00	0.82	0.00
14.38	124.00	4.31	43.44	80.87	0.00	0.52	0.00
15.03	124.00	4.76	44.21	78.55	0.00	0.50	0.00
15.68	123.00	5.23	45.27	76.81	0.00	0.52	0.00
16.33	123.00	5.66	46.72	75.17	0.00	0.37	0.00
16.98	123.00	5.62	48.07	73.49	0.00	0.21	0.00
17.72	121.00	5.67	49.41	71.61	0.00	0.14	0.00
18.28	122.00	6.32	50.57	70.30	0.00	0.12	0.00
19.02	122.00	6.35	51.53	68.70	0.00	0.08	0.00
19.67	121.00	5.86	52.02	67.38	0.00	0.06	0.00
20.32	120.00	5.94	52.11	66.16	0.00	0.04	0.00
20.97	119.00	6.13	51.82	65.01	0.00	0.00	0.00
