# Distance = 18.0 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SBdisk	SBbul		
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
1.74	87.50	9.40	11.85	126.23	0.00	363.15	0.00
3.50	106.00	7.10	22.09	136.20	0.00	106.15	0.00
5.24	116.00	5.30	28.99	123.81	0.00	34.23	0.00
6.98	125.00	5.70	34.81	109.91	0.00	11.25	0.00
8.72	126.00	4.40	36.96	98.62	0.00	3.98	0.00
10.47	123.00	4.40	36.75	89.83	0.00	2.58	0.00
12.31	118.00	4.60	34.70	83.14	0.00	1.42	0.00
14.52	115.00	6.40	34.16	76.18	0.00	0.61	0.00
17.07	122.00	15.20	34.92	70.20	0.00	0.41	0.00
31.82	121.00	10.20	33.73	50.64	0.00	0.00	0.00
34.61	118.00	10.40	32.54	48.51	0.00	0.00	0.00
37.16	113.00	10.50	31.57	46.75	0.00	0.00	0.00
