# Distance = 9.91 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SBdisk	SBbul		
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.92	234.00	12.00	-5.19	121.44	254.98	2850.07	1353.62
2.32	192.00	12.00	-10.42	280.89	185.98	1970.54	19.18
3.24	212.00	6.30	-11.44	325.09	158.37	904.93	1.73
4.17	223.00	4.41	-11.64	311.44	139.66	398.34	0.15
5.10	222.00	4.01	-11.54	293.95	126.35	271.63	0.01
6.03	224.00	3.85	-11.44	280.55	116.30	183.28	0.00
6.96	224.00	3.23	-9.02	271.70	108.06	131.67	0.00
7.89	226.00	3.40	6.44	260.33	101.60	102.27	0.00
8.80	226.00	3.21	16.24	254.40	96.17	60.87	0.00
9.73	227.00	2.75	25.64	241.26	91.46	35.23	0.00
10.64	227.00	2.65	32.27	231.49	87.46	35.29	0.00
11.58	224.00	2.35	35.44	224.36	83.84	17.47	0.00
12.52	220.00	2.43	42.18	213.50	80.63	15.20	0.00
13.46	218.00	2.30	46.37	208.00	77.76	12.53	0.00
14.40	217.00	2.77	49.33	200.84	75.18	6.77	0.00
15.33	216.00	4.43	49.33	193.84	72.86	4.92	0.00
16.27	210.00	4.47	47.29	188.07	70.73	3.39	0.00
17.11	208.00	4.35	45.04	182.56	68.97	0.00	0.00
