# Distance = 65.4 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SBdisk	SBbul		
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.37	183.00	47.60	-2.62	11.20	123.59	213.07	8848.49
0.74	196.00	40.70	-3.79	21.14	191.42	200.63	5187.42
1.11	205.00	14.10	-4.87	30.05	218.87	188.92	3807.55
1.48	211.00	7.89	-5.72	38.06	240.05	177.89	2861.06
1.84	214.00	1.48	-6.31	45.23	258.74	167.77	2139.16
2.21	214.00	1.50	-6.65	51.92	273.65	157.98	1447.96
2.60	213.00	2.64	-6.69	58.41	280.20	148.27	808.78
2.96	211.00	4.50	-6.41	63.99	275.30	139.85	573.60
3.17	210.00	8.68	-6.08	66.97	274.94	135.15	462.34
3.33	209.00	3.00	-5.72	69.15	273.20	131.68	390.24
3.70	207.00	1.60	-4.34	74.09	268.56	123.99	254.51
4.07	206.00	1.73	0.84	78.64	262.81	116.75	150.84
4.44	205.00	3.45	5.14	83.02	255.92	109.94	84.07
4.81	205.00	2.77	7.67	87.31	248.41	103.48	50.43
5.18	206.00	7.48	9.90	90.63	241.01	89.73	30.04
5.55	207.00	5.02	12.08	91.17	233.88	79.83	17.93
5.92	208.00	7.70	14.21	91.98	227.13	78.76	10.75
6.28	210.00	1.95	16.44	93.75	220.90	77.91	6.52
6.34	210.00	4.78	16.75	94.14	219.93	77.94	6.01
6.65	212.00	1.96	18.67	96.53	214.90	75.88	3.89
7.03	214.00	0.76	20.80	99.17	209.22	70.88	2.31
7.39	215.00	2.22	22.73	101.39	204.19	67.18	1.39
7.77	216.00	1.76	24.56	103.08	199.24	63.61	0.82
8.14	217.00	1.53	26.28	105.18	194.76	60.05	0.49
8.51	218.00	7.70	27.91	106.86	190.42	56.59	0.29
8.88	218.00	6.86	29.33	108.20	186.31	53.33	0.18
9.25	218.00	8.37	30.55	109.65	182.70	50.25	0.11
9.52	218.00	3.93	31.16	110.49	180.08	48.10	0.07
9.62	218.00	4.05	31.36	110.78	179.14	47.33	0.06
9.99	217.00	20.20	32.17	111.77	175.79	44.58	0.04
10.40	217.00	4.20	33.08	112.69	172.23	41.71	0.02
10.71	216.00	3.16	34.00	113.45	169.76	39.66	0.01
11.12	215.00	6.72	35.01	114.16	166.60	37.11	0.01
12.67	212.00	1.82	39.99	115.88	156.10	28.84	0.00
12.98	211.00	16.60	41.00	116.15	154.24	27.43	0.00
15.86	209.00	8.38	52.47	115.82	139.51	17.17	0.00
19.05	215.00	13.20	66.17	112.66	127.33	10.22	0.00
22.14	215.00	13.90	76.32	108.18	118.11	6.19	0.00
25.34	210.00	10.60	79.67	102.95	110.40	3.68	0.00
28.53	196.00	12.80	78.35	97.69	104.04	2.19	0.00
31.72	185.00	11.50	74.49	92.71	98.67	1.30	0.00
34.91	182.00	10.80	72.76	88.30	94.06	0.78	0.00
38.00	181.00	10.30	70.63	85.07	90.15	0.00	0.00
